,labels
38819,0
112403,-1
5197,1
97487,1
121966,-1
160757,0
49561,-1
201228,0
92223,0
101024,0
30049,0
27939,-1
184549,1
99630,-1
55304,-1
213011,1
118246,-1
4591,-1
33760,1
9097,-1
113129,-1
81744,-1
96149,-1
104544,-1
205511,0
37728,1
146048,1
66178,1
80033,0
168051,-1
83273,-1
113179,1
34260,-1
215075,-1
55911,0
92810,1
144083,1
161332,-1
69933,-1
194453,-1
113479,-1
5043,-1
117547,1
179124,-1
176941,1
58814,-1
63572,1
125243,1
157117,-1
103459,-1
82295,1
91194,0
49105,-1
13357,1
56417,1
167193,-1
65012,1
162547,0
127231,1
60150,-1
162318,-1
117074,-1
182871,-1
8732,-1
135858,-1
74185,-1
15871,0
84024,1
14276,0
47815,1
57002,-1
191964,0
16060,-1
89934,-1
211399,-1
191783,-1
174216,-1
34415,0
22126,0
27534,-1
43310,0
179507,-1
44346,-1
18735,1
47578,-1
162915,0
167274,1
36977,0
21166,-1
170794,1
25507,1
184220,0
212634,0
87578,1
68891,-1
81388,-1
104734,-1
218673,1
191160,-1
150843,1
52369,-1
129410,0
61706,-1
150286,1
183137,-1
205277,-1
81211,1
126564,-1
182198,-1
33876,1
14527,0
130594,0
127359,0
110766,0
19917,-1
31160,0
171284,1
139003,-1
99526,-1
200436,-1
173948,-1
52149,0
66384,1
144935,1
43629,1
127562,1
61695,-1
101501,0
32454,1
10735,-1
193013,0
215866,-1
92668,-1
139656,1
113722,1
93892,1
158055,-1
143637,-1
122781,-1
83334,1
87316,0
62962,-1
139554,0
101253,-1
203634,-1
62656,-1
204185,-1
106739,0
23551,0
154020,1
123038,-1
24379,0
158540,-1
192686,1
111940,1
693,-1
15670,-1
173287,0
38167,0
154760,-1
32527,1
67207,-1
180935,-1
193155,-1
131587,-1
58372,-1
34266,-1
191784,-1
30533,0
138474,1
156834,1
81200,1
130044,-1
83816,-1
46577,-1
109557,-1
174639,1
156531,1
84432,-1
86174,-1
101622,0
60548,1
139743,-1
21151,-1
33842,-1
198130,1
196621,1
1587,-1
54031,0
191587,-1
146137,0
154550,-1
27046,-1
139818,1
77009,0
178521,1
210925,1
77657,1
61670,-1
89150,-1
200749,-1
86497,0
76571,0
128257,1
98023,-1
156585,0
40739,-1
152994,-1
119864,-1
64199,-1
86731,-1
204090,0
165217,0
89738,1
9053,0
9499,-1
178436,0
88440,-1
142448,0
175588,-1
202984,-1
8908,-1
117672,-1
199709,-1
129400,1
131368,-1
27827,-1
51242,-1
84572,0
29705,0
152719,-1
204190,-1
165062,0
56482,1
104256,-1
70547,-1
26150,1
189337,0
99677,0
136996,-1
187597,-1
134744,-1
57029,1
211340,-1
111858,0
4866,0
120346,0
219251,1
23050,1
126392,-1
125518,1
216584,0
7877,-1
14081,0
151587,1
9441,-1
129345,0
22579,1
156286,1
208418,-1
97937,0
116941,-1
28539,0
151495,-1
86513,-1
73278,0
212,-1
43579,-1
108620,1
1358,1
6617,-1
45263,0
18986,-1
154816,1
186657,0
96604,-1
118343,-1
86317,1
193503,0
40007,0
50301,0
206505,-1
113356,-1
154747,0
132107,0
60623,0
140271,-1
72595,0
118827,1
160213,0
42900,1
38651,-1
141621,-1
97154,0
89436,-1
109140,-1
170281,-1
203442,-1
201040,-1
96600,-1
179403,0
78394,-1
37080,0
168158,0
146980,0
134919,0
31356,1
971,-1
28673,0
167306,1
176930,1
24063,-1
205895,0
138641,-1
89394,1
205614,-1
214202,-1
191863,1
47149,-1
118928,-1
3622,1
209741,-1
47451,0
108933,1
157274,-1
181113,-1
175645,1
209470,-1
205825,-1
20528,1
15955,-1
179609,1
9859,1
111312,1
48387,0
119541,1
59979,1
41295,1
132482,-1
145080,-1
89153,-1
63291,-1
209142,1
8370,-1
138626,-1
25306,0
130521,-1
104277,1
53743,-1
53252,0
6079,1
133329,-1
101676,0
5892,-1
110676,-1
118031,-1
82715,-1
30491,1
160823,0
85393,-1
74991,-1
109072,1
165346,-1
205247,-1
135142,-1
182581,-1
163483,-1
149183,-1
41171,-1
128352,1
169190,-1
93291,1
95984,1
119452,-1
135466,-1
100752,-1
101722,-1
135283,-1
216575,1
166192,1
105248,-1
75686,0
116197,1
113302,-1
184171,0
58792,0
150444,1
36217,-1
89243,0
172045,-1
56409,1
147957,-1
142545,-1
72062,0
173818,1
154183,1
132338,-1
157654,1
44746,1
45109,0
180379,1
191316,-1
138254,0
9768,1
115659,0
132138,-1
151386,-1
8336,1
151809,1
137856,0
78766,1
145673,-1
189240,-1
9841,1
156575,0
182350,1
172562,-1
204776,1
197439,0
155046,-1
128508,-1
179324,0
117193,-1
66987,1
4384,0
115273,-1
160720,0
81973,-1
171745,1
190504,-1
155970,1
119458,1
15118,-1
115346,-1
196700,-1
131320,-1
215978,1
9528,0
203035,-1
148840,0
107311,-1
95090,-1
1695,1
89966,0
9082,0
111099,0
69528,-1
212897,-1
165059,0
191398,-1
124761,1
37858,1
183132,1
5068,1
53548,1
112480,-1
190009,-1
123886,-1
80309,-1
94923,-1
26248,-1
120143,1
187227,1
105822,0
169394,1
55403,-1
167059,-1
38685,1
3265,0
68581,1
106372,1
175154,-1
58677,-1
105548,0
114474,1
29959,-1
153740,-1
58659,0
26396,0
40025,-1
88684,0
76331,1
38411,0
162938,-1
106907,-1
96221,-1
186189,-1
213732,1
149444,-1
156573,-1
80812,-1
138945,1
23279,0
156949,0
82620,-1
180902,-1
73141,-1
179994,-1
97045,-1
97355,1
143912,0
210019,-1
160233,1
175147,-1
120764,1
169001,1
83660,-1
10432,0
51053,1
207651,-1
184420,1
80554,0
215361,1
121437,-1
134259,-1
126738,-1
203625,-1
51029,1
53466,0
71999,-1
122818,-1
197864,-1
50175,-1
31345,1
84866,-1
89101,1
156010,1
62765,0
20536,1
151801,-1
18566,-1
124993,1
204881,-1
182263,-1
183634,0
73020,-1
190000,0
128385,-1
99104,-1
217538,1
146544,1
45999,1
126451,0
45498,1
218837,-1
41566,0
38181,-1
46876,-1
191290,-1
135548,1
197339,-1
147810,0
140783,-1
59022,1
86369,-1
37293,-1
104869,0
106340,0
127676,-1
172786,0
86447,-1
193428,-1
75192,-1
208809,-1
133596,1
172641,-1
135232,-1
80529,1
58457,-1
87840,1
78034,0
130710,-1
103287,-1
68549,1
167169,-1
95506,0
166042,0
81525,0
168506,-1
186554,-1
75549,1
218972,0
75161,-1
26282,1
5143,1
38568,1
95398,1
15682,-1
45430,0
28813,-1
124933,-1
54866,0
27461,1
215154,1
99581,-1
19652,-1
102230,0
80155,1
170073,-1
213476,-1
4427,-1
52683,-1
172847,0
111341,1
203777,-1
140691,1
13781,-1
134860,0
120417,0
99488,1
140438,-1
104062,-1
130098,-1
81387,-1
193525,0
85327,-1
113681,1
202979,-1
80449,-1
178683,0
116882,0
37172,0
174659,-1
150519,0
43637,0
147730,1
47031,-1
166327,-1
167448,1
150839,-1
200490,-1
133747,-1
181993,1
209199,-1
60660,-1
145753,-1
50026,0
107343,0
214617,1
3551,-1
159537,1
8829,1
68131,-1
36869,0
86327,-1
50841,1
28851,1
115132,-1
218908,-1
116538,-1
94241,-1
156593,0
184743,-1
202438,1
208904,1
177722,0
61679,0
39469,-1
218441,1
197757,-1
214495,1
133837,1
66575,1
36061,0
78877,0
145507,-1
11493,-1
36098,-1
93376,0
86775,0
189437,0
116068,1
98774,-1
202947,-1
107308,1
83775,-1
63216,1
23490,1
22705,-1
145531,1
63334,1
214193,-1
200652,-1
161718,-1
31487,1
62454,1
199427,0
162882,0
94810,-1
120519,-1
17350,-1
18039,1
208977,1
203290,-1
100545,0
53316,0
197910,0
27438,0
170885,1
153041,-1
25843,0
126200,-1
98790,-1
102850,0
190833,0
194160,0
74541,1
200026,-1
188097,1
95982,0
125282,0
182119,1
97179,0
142908,0
121785,-1
202479,0
121997,-1
218634,-1
217983,0
187502,-1
131838,0
74821,1
104822,0
82051,1
105944,-1
216948,0
85253,0
31736,-1
152970,-1
155412,1
200077,0
64751,-1
85364,1
182927,-1
141062,0
179396,-1
177446,1
212203,-1
135406,1
38874,-1
41885,-1
37243,0
144598,-1
115465,1
193747,0
200557,-1
108803,0
63614,-1
48564,-1
48010,0
134774,-1
138358,-1
161290,-1
136120,0
32777,0
140916,-1
167844,-1
17618,-1
92909,0
104413,0
87283,-1
69614,1
30473,1
109969,-1
159100,1
203658,-1
102280,-1
23222,-1
69929,0
40689,0
217605,-1
116200,1
125954,1
25764,0
8372,1
195875,-1
213155,-1
48725,-1
167976,1
85344,-1
208564,0
44138,0
185824,-1
21955,-1
181819,0
166898,-1
25740,-1
39274,-1
51584,-1
197620,-1
213434,-1
23085,-1
5708,1
189764,1
218055,1
168422,-1
53162,-1
150289,-1
218346,0
81357,1
57316,1
33170,-1
76980,-1
125024,0
57527,-1
134988,-1
36646,0
52022,1
102100,-1
192406,0
88629,-1
210913,-1
212671,-1
184505,-1
67322,1
15683,-1
197159,1
105813,-1
208244,0
158977,0
166564,-1
101012,-1
851,0
73050,-1
98091,1
51900,1
63396,1
151207,1
79070,-1
4661,-1
108698,-1
52584,0
139403,-1
44339,0
5227,-1
1703,0
112059,1
33459,-1
76029,-1
172461,-1
59215,0
57289,-1
199175,-1
124509,-1
193635,0
135877,-1
70434,0
172418,-1
103284,0
136495,-1
214747,-1
217863,0
72961,0
62771,1
87387,-1
37137,-1
123901,1
26171,1
38039,-1
165318,1
43631,-1
195796,0
217055,0
154045,-1
46956,0
69399,0
64775,-1
54881,-1
3636,1
186617,-1
104203,-1
25458,-1
71775,0
17321,-1
124770,0
129702,1
114577,-1
37070,-1
19414,0
36774,-1
166418,-1
158157,1
67244,1
66022,-1
37220,0
83726,-1
205956,-1
212321,1
201516,0
4376,-1
25728,-1
106549,1
173910,1
100720,1
48878,0
19832,1
56331,-1
58402,0
208064,-1
125062,1
141995,-1
217898,-1
115024,-1
177775,-1
189882,0
137875,-1
143951,0
193914,0
67621,1
186326,0
54414,-1
217386,-1
99948,-1
99435,-1
57186,-1
2305,0
139890,-1
45298,0
54544,0
172133,0
161442,-1
72952,1
153644,-1
27250,0
211133,0
59073,0
116965,-1
169866,-1
23313,-1
21318,1
54159,-1
90581,-1
83118,1
128834,0
76119,-1
76487,0
199880,-1
102972,-1
54613,1
23847,1
117292,1
74126,-1
182318,-1
149253,0
168763,0
59417,-1
73469,1
6183,-1
103944,-1
205719,-1
136852,0
37409,0
41742,0
124324,-1
150136,-1
113955,-1
218178,1
6303,-1
175184,0
183748,-1
130900,-1
97293,-1
52719,0
27149,-1
180657,0
84714,1
95535,0
146230,-1
199906,-1
150225,-1
16810,0
199838,0
210400,1
71945,0
64957,1
136128,0
111577,-1
180594,-1
87302,1
190184,-1
46443,0
32944,1
46459,-1
106256,-1
14944,0
150914,0
64831,0
58931,-1
57906,0
157867,1
215251,0
131426,0
703,-1
214110,-1
207223,0
43793,-1
94341,-1
44429,-1
8499,0
202148,-1
77851,1
75483,-1
200115,0
22208,1
160268,1
57370,0
141638,-1
211987,0
61363,0
157401,1
125880,-1
168058,-1
217667,0
70155,-1
38801,-1
138420,-1
84201,0
78881,-1
176058,1
147316,-1
113587,-1
126357,-1
168107,-1
62238,1
179377,-1
177898,0
159234,0
178287,0
141356,-1
31010,-1
71843,-1
37912,-1
126508,0
38816,1
168730,-1
28226,1
82143,1
15281,1
111149,-1
186183,0
112321,-1
173148,1
70222,1
157373,-1
199464,-1
36112,1
71651,1
74016,-1
133210,0
162473,0
181840,-1
193321,1
8800,-1
25018,1
134383,-1
121938,-1
43410,-1
47311,0
98621,-1
158798,-1
56488,0
196904,1
101798,-1
132169,0
141731,1
24774,-1
168232,1
213092,0
35358,-1
133070,1
213389,1
76976,1
78913,-1
40269,-1
66996,1
95380,0
141599,0
29344,-1
147238,1
209552,-1
215457,0
202446,-1
15038,1
165262,0
33249,-1
158410,1
163705,-1
8956,1
173520,1
145246,1
131522,0
35353,1
126240,0
25406,1
9910,-1
136458,1
205286,0
160300,-1
140081,0
163882,0
175238,-1
75681,-1
9391,-1
129837,1
72647,0
26556,-1
69699,0
135825,-1
33003,0
118162,0
204830,-1
31507,0
14116,-1
96948,0
152578,0
98402,1
76172,-1
83534,0
116957,-1
150527,-1
13300,-1
89310,0
211033,0
97960,-1
73076,-1
30627,1
4647,1
198798,1
104738,0
51724,0
149079,-1
169472,0
50999,0
176322,-1
136114,-1
52905,1
98801,-1
66605,0
93910,-1
209563,-1
52707,-1
171301,-1
93587,-1
190134,0
63511,-1
54010,0
196227,-1
120397,-1
67133,-1
172895,1
38581,-1
125861,-1
67580,1
112509,-1
102587,1
218310,1
176956,-1
10369,-1
183255,-1
66685,-1
37700,1
106421,0
152344,-1
107459,0
147165,-1
172373,1
202046,1
139315,-1
84876,1
200822,1
69950,-1
175482,0
160,1
150103,0
74866,-1
14303,0
13159,0
179049,0
71973,0
128846,-1
158047,-1
81042,1
138526,-1
118985,1
32467,0
104579,1
200688,0
62822,0
51508,1
141683,-1
70261,-1
66092,0
129650,-1
147145,-1
206040,0
84814,1
122505,0
85368,0
67498,-1
186090,1
56681,-1
184219,-1
81698,-1
193895,1
13476,-1
20784,-1
145993,0
29679,0
188626,0
132906,-1
100440,-1
70796,0
26133,1
173106,-1
152341,0
167152,-1
4893,1
33812,1
6338,-1
999,-1
47960,-1
165702,0
102583,-1
138159,0
96508,0
3044,-1
144205,1
104656,0
185901,-1
48354,-1
24047,-1
177159,-1
170291,-1
18399,-1
202550,1
52670,-1
91385,0
36034,-1
124536,0
81078,1
43103,-1
133356,-1
40703,0
208912,0
213371,-1
74410,-1
60544,-1
91776,-1
92865,0
145952,-1
118210,-1
111353,0
4240,-1
124808,1
71561,-1
53420,1
114262,-1
51875,1
85342,-1
91605,-1
109816,-1
195448,-1
99049,1
163537,0
185126,-1
17758,1
2399,-1
23506,-1
61749,0
212408,-1
105618,1
122219,1
181730,-1
73572,1
95728,0
112013,-1
91013,-1
194086,1
212175,1
202952,0
180041,1
46375,1
172310,1
144426,-1
115393,-1
131795,-1
66308,-1
93462,-1
3693,1
70592,-1
88328,-1
72477,-1
126517,1
66699,-1
39131,0
8963,0
27004,1
83917,-1
40701,1
63738,1
167310,-1
51348,-1
97266,0
66307,1
112933,-1
100918,-1
171626,-1
140649,-1
121009,-1
52408,1
147197,0
207660,-1
20537,1
189221,1
103563,-1
26560,1
11432,0
21922,-1
195144,-1
31633,0
168184,-1
109315,1
165441,-1
147854,1
6629,0
169876,-1
5909,0
209628,0
92897,0
54492,-1
190817,-1
33232,-1
218958,-1
93729,-1
101869,-1
102765,-1
126485,-1
6474,-1
14939,1
217363,0
4631,-1
75931,-1
15072,0
205616,-1
65774,-1
9791,-1
9316,-1
206885,0
161052,-1
82625,-1
217798,-1
142947,-1
89727,-1
216258,-1
26078,0
110523,0
139602,1
29310,0
114722,-1
8426,-1
22370,1
119523,-1
158991,-1
155773,-1
21640,-1
129628,-1
154170,0
125162,1
62272,-1
45707,0
76225,0
200439,0
32201,1
167471,-1
201700,-1
184745,1
128454,-1
111469,-1
80064,1
40764,-1
50276,-1
161003,0
4041,-1
105647,1
63235,-1
82285,-1
68645,0
94551,1
70936,-1
114410,-1
127494,-1
94556,1
58804,1
15878,-1
105718,-1
176986,1
75471,-1
109501,1
201234,0
116915,-1
95280,-1
187673,-1
114929,-1
186547,0
150055,0
129063,-1
140147,0
104604,1
31137,-1
143816,-1
50275,-1
27997,-1
214885,0
59394,1
74386,-1
159652,1
190778,-1
160862,0
165287,-1
137507,1
74360,0
214678,-1
51546,0
211197,1
24980,-1
62310,0
201594,0
46598,-1
188815,1
41523,0
126425,-1
114451,-1
216516,0
55462,-1
187030,1
169982,0
59502,1
197881,-1
111463,-1
124367,-1
137804,1
62049,1
8038,-1
219206,-1
115470,-1
43032,0
41625,-1
20024,0
183561,-1
98298,0
148323,-1
177685,0
147634,0
207567,-1
16338,-1
98503,1
172657,-1
42144,0
3973,0
75859,0
122216,-1
198591,0
161268,1
155909,0
75728,-1
79123,0
152125,0
6590,0
153777,1
128072,1
178003,-1
67363,-1
149124,-1
83877,0
59061,-1
202574,-1
185053,-1
156519,1
168162,-1
30488,1
88183,-1
130125,-1
56885,-1
11982,0
135648,-1
10231,-1
178820,-1
103261,0
155100,0
131672,1
123041,-1
135775,-1
21778,-1
111922,0
151852,1
170442,0
39873,-1
92961,-1
156882,1
142269,1
158237,1
125286,-1
143668,0
19044,1
162238,-1
7919,-1
13499,0
33658,-1
3297,-1
179118,0
98339,1
218454,1
127264,-1
12625,-1
146941,-1
95468,-1
178806,-1
101456,-1
69997,-1
191178,1
176329,-1
89448,1
79285,-1
122415,-1
192569,-1
84720,-1
185289,-1
180535,1
126265,-1
157150,-1
135520,1
191471,1
168303,-1
162764,-1
73444,-1
201113,-1
41508,-1
116999,1
194635,-1
2008,-1
115942,0
71263,-1
82589,0
17855,-1
158017,-1
204087,-1
205598,-1
84950,0
208766,-1
214282,1
48767,0
150880,0
214125,1
88977,-1
147084,-1
89604,0
87933,0
44754,-1
93807,-1
104886,-1
62887,0
176521,-1
41905,0
127597,0
43079,-1
122862,-1
200108,0
72511,-1
178670,0
28219,-1
154604,0
138045,-1
88252,0
107100,1
130315,1
88187,0
154842,1
71163,-1
208368,1
19694,-1
3013,0
63418,-1
99172,-1
52051,-1
204513,1
75007,-1
183089,-1
191484,1
195469,-1
138450,-1
64738,-1
133092,-1
166470,-1
217748,1
44998,0
46555,-1
197481,0
201485,-1
202497,1
175665,0
150478,0
216372,-1
6193,0
114080,1
46388,-1
36478,-1
26868,1
129842,-1
87822,0
190024,-1
186163,1
199432,-1
183962,-1
31957,0
121021,0
15895,0
1331,1
155504,-1
67020,0
142388,1
51075,-1
122139,1
84353,1
68399,-1
152214,-1
173426,-1
150450,-1
155285,-1
56574,-1
25697,-1
22699,-1
200613,0
160537,1
65496,-1
218744,-1
116764,-1
131257,-1
98963,-1
14493,-1
123220,1
136644,-1
102687,0
9670,0
189135,-1
4057,0
217177,0
74194,-1
125635,-1
121636,-1
154401,1
17515,-1
205446,1
162496,0
180229,-1
156748,-1
51853,0
157671,1
175998,-1
195288,1
180501,-1
131118,-1
160838,-1
196924,1
186995,-1
81460,-1
164843,0
32310,1
49749,-1
22673,-1
137101,-1
189034,-1
193819,0
8610,1
189465,-1
5515,0
29212,0
104415,1
98193,0
38429,0
63875,1
37367,-1
199155,0
175781,0
21025,-1
100569,0
14769,1
103452,0
17464,1
129792,1
31225,1
48982,0
38127,-1
76916,0
158527,-1
172089,-1
16197,1
19173,0
125003,-1
144769,-1
105102,-1
65699,0
16437,-1
106772,0
119462,-1
214505,0
8391,0
82470,0
75185,0
203301,1
198390,-1
29172,-1
33652,-1
52503,-1
163289,-1
74957,0
26991,0
216923,0
57808,1
59921,0
207428,-1
201789,0
151635,1
144427,-1
129656,-1
66081,-1
138813,0
174922,1
106413,1
116878,0
46965,1
147664,0
204344,-1
214019,1
50010,1
54872,-1
127220,0
41364,0
212296,-1
34670,0
142913,-1
2561,-1
87427,-1
191145,-1
28118,1
25747,0
172836,-1
172523,-1
17730,-1
15959,-1
145578,-1
58968,0
184690,1
138330,-1
124718,-1
15195,1
42140,-1
205046,-1
209486,-1
126561,-1
132525,-1
84824,0
125826,-1
3852,1
216780,0
34870,0
40641,0
6769,-1
77497,1
92166,0
181950,-1
216530,0
163280,1
146341,1
51447,0
145386,0
70023,-1
118695,-1
1094,-1
210359,-1
168297,-1
13887,0
112526,-1
192146,-1
26068,-1
164792,0
24548,-1
180871,1
102423,-1
16966,-1
39364,-1
161950,1
35237,-1
2229,1
86752,-1
99947,-1
200125,0
26799,-1
94034,-1
205711,0
74211,-1
105805,-1
88044,-1
124377,-1
186011,1
101821,-1
147848,-1
102679,1
78106,-1
164547,0
216064,-1
208539,-1
200255,0
113038,-1
78760,1
27184,-1
197094,-1
41818,-1
160924,-1
111227,0
116051,-1
120881,0
92074,-1
193465,0
114480,1
50771,0
91468,-1
202078,1
1631,1
58921,-1
19086,-1
144588,0
118835,-1
96266,-1
24575,0
71391,-1
172675,-1
45679,0
97178,-1
152950,-1
177263,-1
19042,-1
44908,-1
41333,1
172745,-1
145273,1
91950,1
107235,1
54214,-1
74261,-1
177524,-1
194634,-1
111128,1
197695,-1
95080,1
185772,1
46748,-1
171068,0
216951,0
21060,0
16587,0
151547,0
184896,-1
34329,-1
94019,-1
137584,0
38868,-1
196146,-1
129707,0
172888,1
178698,1
111594,1
91522,0
89919,0
111838,-1
33859,-1
89488,0
36538,-1
201450,-1
204436,-1
18753,1
207403,-1
191455,-1
147355,-1
209151,-1
149677,-1
97706,-1
31296,-1
14754,0
119960,-1
47340,0
3371,-1
140704,-1
207415,0
143510,0
190084,0
63959,-1
149655,0
148942,1
49905,-1
71850,-1
68286,1
151315,-1
192621,-1
96975,-1
35626,1
180264,0
40187,1
98715,-1
61439,-1
13710,-1
131991,1
3441,-1
67181,0
96674,1
59450,-1
92844,1
130528,1
143091,-1
168018,1
154906,-1
113837,0
104427,0
215757,-1
163063,-1
198833,-1
114034,0
175604,-1
125213,-1
174649,0
4997,1
42435,-1
138359,1
136300,1
118887,-1
67262,0
166711,-1
28563,-1
138696,-1
140740,-1
196504,1
121311,0
19196,-1
66933,-1
124229,-1
88343,-1
73879,-1
51704,0
22427,0
202284,-1
14611,1
182564,1
97656,-1
193506,-1
140076,0
205962,1
143826,-1
163147,0
35219,1
199853,0
123011,0
168792,-1
8448,0
1167,-1
104809,1
10690,0
124681,1
168352,-1
209315,-1
59775,0
170226,0
128914,0
219187,-1
122016,-1
10419,0
50927,-1
815,0
196759,-1
204666,0
5436,1
180852,-1
211494,0
184986,0
138781,1
165488,-1
127093,-1
150647,-1
76544,-1
116143,-1
160569,-1
155975,1
194873,0
140197,1
133341,1
69436,-1
203369,0
136050,0
102982,-1
61357,1
99920,1
55379,0
43423,-1
50960,-1
106866,1
121884,0
8511,-1
183365,0
154287,1
208156,-1
217636,-1
106425,1
190376,-1
157052,1
70090,0
1314,-1
17244,1
139388,-1
41951,-1
67888,1
165562,1
81866,-1
61113,0
29716,0
185167,1
189164,1
88423,-1
142020,-1
129136,1
183805,1
125977,1
171432,1
134517,1
82117,0
139833,-1
59907,-1
88246,-1
217486,1
127830,0
39753,-1
32688,-1
97220,-1
32120,1
2837,-1
33624,-1
199995,-1
34817,1
125507,-1
41096,1
155685,1
89048,0
50637,0
182131,-1
45561,-1
18698,1
45841,-1
146156,1
214590,0
97881,-1
196828,1
58029,0
68510,-1
37264,0
172459,-1
121740,1
153719,0
200013,-1
159466,-1
129847,0
20791,0
144925,-1
28569,-1
14936,1
139675,0
186763,1
200817,0
130896,0
140720,-1
182991,-1
81328,-1
64461,0
64525,-1
97320,0
167429,0
137359,-1
75128,-1
198279,0
72863,-1
34044,1
12511,1
103632,-1
159198,0
84424,-1
214966,-1
100304,1
72085,1
179259,-1
216027,0
119430,-1
78600,0
155980,-1
99875,0
192532,-1
54663,1
198136,-1
132757,-1
53769,1
25531,-1
215185,-1
106469,-1
28507,-1
57984,-1
16852,-1
103384,-1
112275,-1
21913,0
53057,0
80563,-1
166030,-1
83787,1
89644,-1
142500,0
209256,0
210225,-1
76603,1
202567,0
124607,0
42830,-1
72397,0
211120,-1
1856,0
194098,0
94199,-1
1433,-1
188898,-1
144719,-1
88326,-1
52075,0
20761,-1
218362,1
25210,1
41303,1
21466,1
76333,1
102200,0
120298,0
38970,-1
15490,-1
79187,-1
200312,1
184228,1
38947,-1
170866,0
54172,0
101484,-1
1817,-1
135336,-1
11506,1
35894,1
216251,-1
124796,-1
155381,1
48052,1
49998,0
181263,-1
7280,-1
155587,-1
199593,0
121803,1
183485,-1
164779,1
187732,1
167213,0
69717,1
181595,0
153678,-1
8303,1
74067,0
4310,-1
42479,1
39956,0
58790,-1
42642,-1
211489,0
90007,-1
143589,-1
183598,1
201077,1
58059,0
79926,-1
93702,1
108111,-1
149995,1
64239,1
170361,-1
165574,0
184900,-1
123368,-1
197633,-1
116714,0
18636,1
157508,-1
112955,-1
96669,-1
162694,-1
179799,-1
97331,1
85612,-1
2027,-1
24252,-1
14036,-1
63613,1
126739,-1
35876,0
91767,0
175742,-1
20981,-1
8481,1
193160,0
188752,1
217510,-1
121732,0
102996,0
111439,-1
202039,-1
29106,-1
83687,1
12483,1
150762,0
134849,-1
209813,0
72449,0
156712,-1
132820,1
193429,-1
43973,0
72382,0
15625,0
1210,-1
38596,-1
155721,1
143716,-1
179295,1
6896,1
165520,1
4572,-1
208066,1
101631,-1
12052,1
176183,0
123044,1
158623,-1
135970,0
135976,1
168395,0
124496,0
104437,-1
113327,1
184579,0
5333,-1
157595,-1
2224,-1
168429,-1
72727,0
16974,0
172919,0
105773,-1
102487,-1
74898,1
192552,-1
145088,-1
20405,0
91304,-1
205892,-1
109199,-1
128546,0
93074,1
99378,-1
123621,-1
110146,-1
187645,-1
90642,1
12719,0
176625,-1
212122,-1
68536,-1
158053,0
38471,0
171665,1
119924,-1
21874,-1
36529,-1
102155,1
16501,0
107497,-1
216076,-1
24781,1
98859,1
203971,-1
20895,1
24046,-1
37380,-1
37875,0
3977,1
190902,0
79227,1
34314,1
218915,-1
151590,1
32307,0
47562,0
36125,-1
46982,1
196639,0
74948,0
148474,-1
153982,-1
112068,-1
85426,-1
200945,-1
44174,0
81489,-1
177092,1
84050,1
211301,-1
81831,-1
199692,0
92186,1
17348,-1
150828,1
184175,1
177757,-1
27451,-1
205269,-1
174731,-1
212779,-1
58338,-1
198920,1
38281,-1
187589,1
217590,-1
95191,0
116299,1
12291,1
166895,1
92823,0
90798,1
179293,-1
15176,1
35149,1
192191,0
19091,-1
207031,-1
170221,-1
152810,-1
138958,-1
207094,-1
207112,-1
101369,1
31057,1
188282,-1
31349,0
196089,0
137703,-1
119084,-1
210937,-1
218619,-1
110429,1
76568,-1
83231,-1
70415,-1
65119,1
123551,-1
2312,-1
213331,-1
195353,-1
75278,0
101167,-1
23539,-1
145385,-1
66913,0
142591,-1
36431,0
24716,1
192829,-1
100223,1
33465,1
130397,0
127509,1
157926,1
151604,0
28662,-1
136572,-1
89939,-1
20654,-1
13010,-1
112706,1
205293,-1
6558,-1
65874,1
34653,-1
63677,-1
68084,0
71983,-1
109389,-1
126955,0
203100,-1
76994,1
154612,-1
89329,-1
604,-1
147587,-1
17338,-1
47626,0
182638,-1
148588,1
111470,-1
111974,-1
121372,-1
155626,0
105187,-1
74348,0
55249,0
158530,-1
69976,-1
25922,-1
69431,-1
24776,-1
209622,-1
171737,0
87699,0
44326,0
135146,0
8742,-1
8084,0
97500,0
123058,1
59526,-1
56755,1
195315,-1
168224,-1
35189,-1
97836,1
34099,-1
89237,1
91596,-1
57575,-1
169065,-1
166984,-1
2489,-1
73547,0
3489,-1
207314,-1
145665,1
1087,-1
8178,0
81208,0
195328,-1
188510,-1
120734,-1
45409,-1
207082,-1
174543,1
53366,-1
65510,-1
196319,1
121318,-1
50966,-1
175567,-1
66781,0
158683,1
67072,0
151185,0
46906,0
136990,-1
55165,1
191006,-1
114390,0
216528,-1
209610,1
70699,-1
81127,1
91159,-1
109674,1
71136,1
88279,-1
54359,1
66834,0
198552,-1
126954,-1
117104,-1
32109,-1
81185,1
88359,0
31023,0
156115,-1
175532,0
125065,1
65834,-1
189785,-1
218984,0
133324,-1
148415,-1
9178,0
60103,0
10913,1
79341,-1
39117,1
158400,1
76376,0
56735,0
75367,0
69056,-1
58551,0
45027,-1
245,0
4389,1
128779,-1
132085,0
93594,-1
59513,1
11454,1
24820,0
158408,-1
11724,1
207201,1
58234,0
68153,-1
21739,-1
160909,0
18870,0
95626,-1
39001,-1
65850,0
151309,-1
113913,-1
158290,-1
197497,-1
36416,0
133337,1
43845,0
32520,0
138701,1
53123,-1
63639,0
135710,1
140381,1
37275,-1
